"","Species","trait_name","standard_unit","Meanvalue"
"20710","Pleuractis paumotensis","Corallite width maximum","mm",235
"20711","Pleuractis paumotensis","Depth lower","m",30
"20712","Pleuractis paumotensis","Depth upper","m",11
"20713","Pleuractis paumotensis","Eastern-most range edge","deg",-132.5796563
"20714","Pleuractis paumotensis","Geographical region","cat",NA
"20715","Pleuractis paumotensis","Growth form Veron","cat",NA
"20716","Pleuractis paumotensis","Growth form typical","cat",NA
"20717","Pleuractis paumotensis","IUCN Red List category","cat",NA
"20718","Pleuractis paumotensis","Indo-Pacific faunal province","cat",NA
"20719","Pleuractis paumotensis","Mode of larval development","cat",NA
"20720","Pleuractis paumotensis","Northern-most range edge","deg",30.59327695
"20721","Pleuractis paumotensis","Ocean basin","cat",NA
"20722","Pleuractis paumotensis","Range size","km^2",67739417.39
"20723","Pleuractis paumotensis","Sexual system","cat",NA
"20724","Pleuractis paumotensis","Southern-most range edge","deg",-32.72829818
"20725","Pleuractis paumotensis","Species age phylogeny","mya",1.26942277208755
"20726","Pleuractis paumotensis","Substrate attachment","cat",NA
"20727","Pleuractis paumotensis","Symbiodinium clade","cat",NA
"20728","Pleuractis paumotensis","Symbiodinium subclade","cat",NA
"20729","Pleuractis paumotensis","Water clarity preference","cat",NA
"20730","Pleuractis paumotensis","Water depth","m",2.75
"20731","Pleuractis paumotensis","Wave exposure preference","cat",NA
"20732","Pleuractis paumotensis","Western-most range edge","deg",31.7140247
"20733","Pleuractis paumotensis","Zooxanthellate","cat",NA
"20734","Pleuractis seychellensis","Abundance world","cat",NA
"20735","Pleuractis seychellensis","Coloniality","cat",NA
"20736","Pleuractis seychellensis","Colony maximum diameter","cm",15
"20737","Pleuractis seychellensis","Corallite width maximum","mm",88.8
"20738","Pleuractis seychellensis","Depth lower","m",25
"20739","Pleuractis seychellensis","Depth upper","m",5
"20740","Pleuractis seychellensis","Eastern-most range edge","deg",74.6265515
"20741","Pleuractis seychellensis","Geographical region","cat",NA
"20742","Pleuractis seychellensis","Growth form Veron","cat",NA
"20743","Pleuractis seychellensis","Growth form typical","cat",NA
"20744","Pleuractis seychellensis","IUCN Red List category","cat",NA
"20745","Pleuractis seychellensis","Indo-Pacific faunal province","cat",NA
"20746","Pleuractis seychellensis","Northern-most range edge","deg",18.03585048
"20747","Pleuractis seychellensis","Ocean basin","cat",NA
"20748","Pleuractis seychellensis","Range size","km^2",8200839.857
"20749","Pleuractis seychellensis","Southern-most range edge","deg",-27.8541164
"20750","Pleuractis seychellensis","Species age phylogeny","mya",1.26942277208755
"20751","Pleuractis seychellensis","Substrate attachment","cat",NA
"20752","Pleuractis seychellensis","Water clarity preference","cat",NA
"20753","Pleuractis seychellensis","Wave exposure preference","cat",NA
"20754","Pleuractis seychellensis","Western-most range edge","deg",37.550816
"20755","Pleuractis seychellensis","Zooxanthellate","cat",NA
"20756","Pleuractis taiwanensis","Abundance world","cat",NA
"20757","Pleuractis taiwanensis","Coloniality","cat",NA
"20758","Pleuractis taiwanensis","Colony maximum diameter","cm",28
"20759","Pleuractis taiwanensis","Corallite width maximum","mm",193
"20760","Pleuractis taiwanensis","Depth lower","m",35
"20761","Pleuractis taiwanensis","Depth upper","m",15
"20762","Pleuractis taiwanensis","Eastern-most range edge","deg",122.75929464
"20763","Pleuractis taiwanensis","Geographical region","cat",NA
"20764","Pleuractis taiwanensis","Growth form Veron","cat",NA
"20765","Pleuractis taiwanensis","Growth form typical","cat",NA
"20766","Pleuractis taiwanensis","IUCN Red List category","cat",NA
"20767","Pleuractis taiwanensis","Indo-Pacific faunal province","cat",NA
"20768","Pleuractis taiwanensis","Northern-most range edge","deg",24.01639696
"20769","Pleuractis taiwanensis","Ocean basin","cat",NA
"20770","Pleuractis taiwanensis","Range size","km^2",1026716.33339
"20771","Pleuractis taiwanensis","Southern-most range edge","deg",22.25976395
"20772","Pleuractis taiwanensis","Species age phylogeny","mya",0.946711842343403
"20773","Pleuractis taiwanensis","Substrate attachment","cat",NA
"20774","Pleuractis taiwanensis","Water clarity preference","cat",NA
"20775","Pleuractis taiwanensis","Wave exposure preference","cat",NA
"20776","Pleuractis taiwanensis","Western-most range edge","deg",121.00266164
"20777","Pleuractis taiwanensis","Zooxanthellate","cat",NA
"20778","Pocillopora acuta","Genus fossil age","mya",44.42
"20779","Pocillopora acuta","Genus fossil stage","cat",NA
"20780","Pocillopora acuta","Zooxanthellate","cat",NA
"20781","Pocillopora aliciae","Genus fossil age","mya",44.42
"20782","Pocillopora aliciae","Genus fossil stage","cat",NA
"20783","Pocillopora aliciae","Zooxanthellate","cat",NA
"20784","Pocillopora ankeli","Abundance world","cat",NA
"20785","Pocillopora ankeli","Coloniality","cat",NA
"20786","Pocillopora ankeli","Corallite width maximum","mm",1
"20787","Pocillopora ankeli","Corallite width minimum","mm",0.8
"20788","Pocillopora ankeli","Depth lower","m",10
"20789","Pocillopora ankeli","Depth upper","m",1
"20790","Pocillopora ankeli","Eastern-most range edge","deg",133.83176598
"20791","Pocillopora ankeli","Genus fossil age","mya",44.42
"20792","Pocillopora ankeli","Genus fossil stage","cat",NA
"20793","Pocillopora ankeli","Geographical region","cat",NA
"20794","Pocillopora ankeli","Growth form Veron","cat",NA
"20795","Pocillopora ankeli","Growth form typical","cat",NA
"20796","Pocillopora ankeli","IUCN Red List category","cat",NA
"20797","Pocillopora ankeli","Indo-Pacific faunal province","cat",NA
"20798","Pocillopora ankeli","Northern-most range edge","deg",20.31071099
"20799","Pocillopora ankeli","Ocean basin","cat",NA
"20800","Pocillopora ankeli","Range size","km^2",9525975.7975
"20801","Pocillopora ankeli","Southern-most range edge","deg",-11.22342287
"20802","Pocillopora ankeli","Species age phylogeny","mya",2.31304186030288
"20803","Pocillopora ankeli","Substrate attachment","cat",NA
"20804","Pocillopora ankeli","Water clarity preference","cat",NA
"20805","Pocillopora ankeli","Wave exposure preference","cat",NA
"20806","Pocillopora ankeli","Western-most range edge","deg",80.8994699
"20807","Pocillopora ankeli","Zooxanthellate","cat",NA
"20808","Pocillopora bairdi","Genus fossil age","mya",44.42
"20809","Pocillopora bairdi","Genus fossil stage","cat",NA
"20810","Pocillopora bairdi","Zooxanthellate","cat",NA
"20811","Pocillopora brevicornis","Abundance world","cat",NA
"20812","Pocillopora brevicornis","Genus fossil age","mya",44.42
"20813","Pocillopora brevicornis","Genus fossil stage","cat",NA
"20814","Pocillopora brevicornis","Geographical region","cat",NA
"20815","Pocillopora brevicornis","IUCN Red List category","cat",NA
"20816","Pocillopora brevicornis","Ocean basin","cat",NA
"20817","Pocillopora brevicornis","Water clarity preference","cat",NA
"20818","Pocillopora brevicornis","Wave exposure preference","cat",NA
"20819","Pocillopora brevicornis","Zooxanthellate","cat",NA
"20820","Pocillopora capitata","Abundance world","cat",NA
"20821","Pocillopora capitata","Coloniality","cat",NA
"20822","Pocillopora capitata","Corallite width maximum","mm",0.4
"20823","Pocillopora capitata","Corallite width minimum","mm",0.3
"20824","Pocillopora capitata","Depth lower","m",20
"20825","Pocillopora capitata","Depth upper","m",1
"20826","Pocillopora capitata","Eastern-most range edge","deg",-75.44737695
"20827","Pocillopora capitata","Genus fossil age","mya",44.42
"20828","Pocillopora capitata","Genus fossil stage","cat",NA
"20829","Pocillopora capitata","Geographical region","cat",NA
"20830","Pocillopora capitata","Growth form Veron","cat",NA
"20831","Pocillopora capitata","Growth form typical","cat",NA
"20832","Pocillopora capitata","IUCN Red List category","cat",NA
"20833","Pocillopora capitata","Indo-Pacific faunal province","cat",NA
"20834","Pocillopora capitata","Northern-most range edge","deg",28.24668561
"20835","Pocillopora capitata","Ocean basin","cat",NA
"20836","Pocillopora capitata","Range size","km^2",27526281.8275
"20837","Pocillopora capitata","Southern-most range edge","deg",-24.74667946
"20838","Pocillopora capitata","Species age phylogeny","mya",2.01107724793848
"20839","Pocillopora capitata","Substrate attachment","cat",NA
"20840","Pocillopora capitata","Symbiodinium clade","cat",NA
"20841","Pocillopora capitata","Symbiodinium subclade","cat",NA
"20842","Pocillopora capitata","Water clarity preference","cat",NA
"20843","Pocillopora capitata","Water depth","m",1
"20844","Pocillopora capitata","Wave exposure preference","cat",NA
"20845","Pocillopora capitata","Western-most range edge","deg",127.42332959
"20846","Pocillopora capitata","Zooxanthellate","cat",NA
"20847","Pocillopora damicornis","Abundance GBR","cat",NA
"20848","Pocillopora damicornis","Abundance world","cat",NA
"20849","Pocillopora damicornis","Calcification rate","µm cm^-2 h^-1",0.40072
"20850","Pocillopora damicornis","Chlorophyll a","µg cm^-2",6.26454545454545
"20851","Pocillopora damicornis","Coloniality","cat",NA
"20852","Pocillopora damicornis","Colony maximum diameter","cm",200
"20853","Pocillopora damicornis","Corallite width maximum","mm",1
"20854","Pocillopora damicornis","Corallite width minimum","mm",0.8
"20855","Pocillopora damicornis","Damage","cat",NA
"20856","Pocillopora damicornis","Dark respiration","µmol O2 cm^-2 h^-1",2.11666666666667
"20857","Pocillopora damicornis","Depth lower","m",25.2857142857143
"20858","Pocillopora damicornis","Depth upper","m",4
"20859","Pocillopora damicornis","Direction","cat",NA
"20860","Pocillopora damicornis","Eastern-most range edge","deg",-76.08342991
"20861","Pocillopora damicornis","Flow rate","ml min^-1",NA
"20862","Pocillopora damicornis","Genus fossil age","mya",44.42
"20863","Pocillopora damicornis","Genus fossil stage","cat",NA
"20864","Pocillopora damicornis","Geographical region","cat",NA
"20865","Pocillopora damicornis","Gross photosynthesis","µmol O2 cm^-2 h^-1",5.8
"20866","Pocillopora damicornis","Growth form Veron","cat",NA
"20867","Pocillopora damicornis","Growth form typical","cat",NA
"20868","Pocillopora damicornis","Growth rate","mm month^-1",4.49416666666667
"20869","Pocillopora damicornis","Growth rate","mm yr^-1",32.635
"20870","Pocillopora damicornis","Habitat type","cat",NA
"20871","Pocillopora damicornis","IUCN Red List category","cat",NA
"20872","Pocillopora damicornis","Individual identifier","id",7.50731707317074
"20873","Pocillopora damicornis","Indo-Pacific faunal province","cat",NA
"20874","Pocillopora damicornis","Irradiance","µmol quanta m^-2 s^-1",731.0666666
"20875","Pocillopora damicornis","Larval swimming speed","mm s^-1",1.84820224719101
"20876","Pocillopora damicornis","Life history strategy","cat",NA
"20877","Pocillopora damicornis","Lipid content","mg cm^-2",0.172
"20878","Pocillopora damicornis","Mitotic index","%",4.4
"20879","Pocillopora damicornis","Nitrogen concentration","%",0.754169616111111
"20880","Pocillopora damicornis","Northern-most range edge","deg",35.94968826
"20881","Pocillopora damicornis","Ocean basin","cat",NA
"20882","Pocillopora damicornis","Oocyte size at maturity","µm",116
"20883","Pocillopora damicornis","Particulate organic matter concentration","mg l^-1",3.6
"20884","Pocillopora damicornis","Phosphorus concentration","%",0.1611047725
"20885","Pocillopora damicornis","Plankton controlled","cat",NA
"20886","Pocillopora damicornis","Polyps per area","units cm^-2",53.4666666666667
"20887","Pocillopora damicornis","Propagule age","day",6.86829268292683
"20888","Pocillopora damicornis","Propagule size on release","µm",1440
"20889","Pocillopora damicornis","Protein biomass","mg cm^-2",0.258125
"20890","Pocillopora damicornis","RNA:DNA ratio","x:y",12.1698394222
"20891","Pocillopora damicornis","Rainfall","mm mo^-1",281.825
"20892","Pocillopora damicornis","Range size","km^2",88880159.175
"20893","Pocillopora damicornis","Salinity","0/00",31.55
"20894","Pocillopora damicornis","Sample identifier","id",103.9
"20895","Pocillopora damicornis","Season","cat",NA
"20896","Pocillopora damicornis","Sexual system","cat",NA
"20897","Pocillopora damicornis","Shaded","cat",NA
"20898","Pocillopora damicornis","Skeletal density","g cm-3",1.92666666666667
"20899","Pocillopora damicornis","Southern-most range edge","deg",-35.55510674
"20900","Pocillopora damicornis","Species age phylogeny","mya",1.84728458140922
"20901","Pocillopora damicornis","Substrate attachment","cat",NA
"20902","Pocillopora damicornis","Sunlight","hours",6.33
"20903","Pocillopora damicornis","Symbiodinium clade","cat",NA
"20904","Pocillopora damicornis","Symbiodinium density","units cm^-2",826000
"20905","Pocillopora damicornis","Symbiodinium sp. in propagules","bin",NA
"20906","Pocillopora damicornis","Symbiodinium subclade","cat",NA
"20907","Pocillopora damicornis","Tissue thickness","mm",0.9
"20908","Pocillopora damicornis","Water clarity preference","cat",NA
"20909","Pocillopora damicornis","Water depth","m",4.98342391304348
"20910","Pocillopora damicornis","Water temperature","ºC",25.5122564102692
"20911","Pocillopora damicornis","Wave exposure","cat",NA
"20912","Pocillopora damicornis","Wave exposure preference","cat",NA
"20913","Pocillopora damicornis","Western-most range edge","deg",31.8660454
"20914","Pocillopora damicornis","Year","cat",1986
"20915","Pocillopora damicornis","Year","year",NA
"20916","Pocillopora damicornis","Zooxanthellate","cat",NA
"20917","Pocillopora danae","Abundance GBR","cat",NA
"20918","Pocillopora danae","Abundance world","cat",NA
"20919","Pocillopora danae","Coloniality","cat",NA
"20920","Pocillopora danae","Colony maximum diameter","cm",100
"20921","Pocillopora danae","Corallite width maximum","mm",1.2
"20922","Pocillopora danae","Corallite width minimum","mm",0.8
"20923","Pocillopora danae","Depth lower","m",15
"20924","Pocillopora danae","Depth upper","m",1
"20925","Pocillopora danae","Eastern-most range edge","deg",177.88903794
"20926","Pocillopora danae","Genus fossil age","mya",44.42
"20927","Pocillopora danae","Genus fossil stage","cat",NA
"20928","Pocillopora danae","Geographical region","cat",NA
"20929","Pocillopora danae","Growth form Veron","cat",NA
"20930","Pocillopora danae","Growth form typical","cat",NA
"20931","Pocillopora danae","Growth rate","mm yr^-1",8.2
"20932","Pocillopora danae","IUCN Red List category","cat",NA
"20933","Pocillopora danae","Indo-Pacific faunal province","cat",NA
"20934","Pocillopora danae","Northern-most range edge","deg",19.39620791
"20935","Pocillopora danae","Ocean basin","cat",NA
"20936","Pocillopora danae","Range size","km^2",16789084.33
"20937","Pocillopora danae","Southern-most range edge","deg",-32.69142392
"20938","Pocillopora danae","Species age phylogeny","mya",2.87310471996783
"20939","Pocillopora danae","Substrate attachment","cat",NA
"20940","Pocillopora danae","Water clarity preference","cat",NA
"20941","Pocillopora danae","Water depth","m",2
"20942","Pocillopora danae","Wave exposure preference","cat",NA
"20943","Pocillopora danae","Western-most range edge","deg",76.8108767
"20944","Pocillopora danae","Zooxanthellate","cat",NA
"20945","Pocillopora effusa","Abundance world","cat",NA
"20946","Pocillopora effusa","Coloniality","cat",NA
"20947","Pocillopora effusa","Colony maximum diameter","cm",200
"20948","Pocillopora effusa","Corallite width maximum","mm",1.1
"20949","Pocillopora effusa","Corallite width minimum","mm",0.6
"20950","Pocillopora effusa","Eastern-most range edge","deg",-90.66752623
"20951","Pocillopora effusa","Genus fossil age","mya",44.42
"20952","Pocillopora effusa","Genus fossil stage","cat",NA
"20953","Pocillopora effusa","Geographical region","cat",NA
"20954","Pocillopora effusa","Growth form Veron","cat",NA
"20955","Pocillopora effusa","Growth form typical","cat",NA
"20956","Pocillopora effusa","IUCN Red List category","cat",NA
"20957","Pocillopora effusa","Northern-most range edge","deg",26.84319179
"20958","Pocillopora effusa","Ocean basin","cat",NA
"20959","Pocillopora effusa","Range size","km^2",2164489.2875
"20960","Pocillopora effusa","Southern-most range edge","deg",8.745853455
"20961","Pocillopora effusa","Species age phylogeny","mya",1.86291237285799
"20962","Pocillopora effusa","Substrate attachment","cat",NA
"20963","Pocillopora effusa","Water clarity preference","cat",NA
"20964","Pocillopora effusa","Wave exposure preference","cat",NA
"20965","Pocillopora effusa","Western-most range edge","deg",-113.85988273
"20966","Pocillopora effusa","Zooxanthellate","cat",NA
"20967","Pocillopora elegans","Abundance world","cat",NA
"20968","Pocillopora elegans","Chlorophyll a","µg cm^-2",0.72
"20969","Pocillopora elegans","Coloniality","cat",NA
"20970","Pocillopora elegans","Corallite width maximum","mm",1
"20971","Pocillopora elegans","Corallite width minimum","mm",0.8
"20972","Pocillopora elegans","Depth lower","m",25
"20973","Pocillopora elegans","Depth upper","m",0.5
"20974","Pocillopora elegans","Eastern-most range edge","deg",-74.85785163
"20975","Pocillopora elegans","Genus fossil age","mya",44.42
"20976","Pocillopora elegans","Genus fossil stage","cat",NA
"20977","Pocillopora elegans","Geographical region","cat",NA
"20978","Pocillopora elegans","Growth form Veron","cat",NA
"20979","Pocillopora elegans","Growth form typical","cat",NA
"20980","Pocillopora elegans","Growth rate","mm yr^-1",36.9
"20981","Pocillopora elegans","IUCN Red List category","cat",NA
"20982","Pocillopora elegans","Indo-Pacific faunal province","cat",NA
"20983","Pocillopora elegans","Life history strategy","cat",NA
"20984","Pocillopora elegans","Mode of larval development","cat",NA
"20985","Pocillopora elegans","Northern-most range edge","deg",34.10553323
"20986","Pocillopora elegans","Ocean basin","cat",NA
"20987","Pocillopora elegans","Range size","km^2",36578619.625
"20988","Pocillopora elegans","Season","cat",NA
"20989","Pocillopora elegans","Sexual system","cat",NA
"20990","Pocillopora elegans","Skeletal density","g cm-3",1.93
"20991","Pocillopora elegans","Southern-most range edge","deg",-22.91651405
"20992","Pocillopora elegans","Species age phylogeny","mya",2.09096564010466
"20993","Pocillopora elegans","Substrate attachment","cat",NA
"20994","Pocillopora elegans","Symbiodinium clade","cat",NA
"20995","Pocillopora elegans","Symbiodinium sp. in propagules","bin",NA
"20996","Pocillopora elegans","Symbiodinium subclade","cat",NA
"20997","Pocillopora elegans","Water clarity preference","cat",NA
"20998","Pocillopora elegans","Water depth","m",3.31818181818182
"20999","Pocillopora elegans","Wave exposure preference","cat",NA
"21000","Pocillopora elegans","Western-most range edge","deg",94.6266261
"21001","Pocillopora elegans","Year","year",NA
"21002","Pocillopora elegans","Zooxanthellate","cat",NA
"21003","Pocillopora eydouxi","Abundance GBR","cat",NA
"21004","Pocillopora eydouxi","Abundance world","cat",NA
"21005","Pocillopora eydouxi","Calcification rate","µm cm^-2 h^-1",0.19
"21006","Pocillopora eydouxi","Coloniality","cat",NA
"21007","Pocillopora eydouxi","Colony maximum diameter","cm",100
"21008","Pocillopora eydouxi","Corallite width maximum","mm",1
"21009","Pocillopora eydouxi","Corallite width minimum","mm",0.8
"21010","Pocillopora eydouxi","Dark respiration","µmol O2 cm^-2 h^-1",0.36
"21011","Pocillopora eydouxi","Depth lower","m",20
"21012","Pocillopora eydouxi","Depth upper","m",2
"21013","Pocillopora eydouxi","Eastern-most range edge","deg",-75.7659806
"21014","Pocillopora eydouxi","Genus fossil age","mya",44.42
"21015","Pocillopora eydouxi","Genus fossil stage","cat",NA
"21016","Pocillopora eydouxi","Geographical region","cat",NA
"21017","Pocillopora eydouxi","Gross photosynthesis","µmol O2 cm^-2 h^-1",1.61
"21018","Pocillopora eydouxi","Growth form Veron","cat",NA
"21019","Pocillopora eydouxi","Growth form typical","cat",NA
"21020","Pocillopora eydouxi","Growth rate","mm yr^-1",41.3666666666667
"21021","Pocillopora eydouxi","Habitat type","cat",NA
"21022","Pocillopora eydouxi","IUCN Red List category","cat",NA
"21023","Pocillopora eydouxi","Indo-Pacific faunal province","cat",NA
"21024","Pocillopora eydouxi","Life history strategy","cat",NA
"21025","Pocillopora eydouxi","Mode of larval development","cat",NA
"21026","Pocillopora eydouxi","Northern-most range edge","deg",36.53295376
"21027","Pocillopora eydouxi","Ocean basin","cat",NA
"21028","Pocillopora eydouxi","Oocyte size at maturity","µm",136
"21029","Pocillopora eydouxi","Propagule size on release","µm",136
"21030","Pocillopora eydouxi","Range size","km^2",82563698.795
"21031","Pocillopora eydouxi","Sexual system","cat",NA
"21032","Pocillopora eydouxi","Southern-most range edge","deg",-35.57253527
"21033","Pocillopora eydouxi","Species age phylogeny","mya",2.7177794822173
"21034","Pocillopora eydouxi","Substrate attachment","cat",NA
"21035","Pocillopora eydouxi","Symbiodinium clade","cat",NA
"21036","Pocillopora eydouxi","Symbiodinium subclade","cat",NA
"21037","Pocillopora eydouxi","Total biomass","mg cm^-2",2.15
"21038","Pocillopora eydouxi","Water clarity preference","cat",NA
"21039","Pocillopora eydouxi","Water depth","m",4.22758620689655
"21040","Pocillopora eydouxi","Water temperature","ºC",26.8
"21041","Pocillopora eydouxi","Wave exposure preference","cat",NA
"21042","Pocillopora eydouxi","Western-most range edge","deg",22.5563325
"21043","Pocillopora eydouxi","Year","cat",1976
"21044","Pocillopora eydouxi","Zooxanthellate","cat",NA
"21045","Pocillopora fungiformis","Abundance world","cat",NA
"21046","Pocillopora fungiformis","Coloniality","cat",NA
"21047","Pocillopora fungiformis","Colony maximum diameter","cm",200
"21048","Pocillopora fungiformis","Corallite width maximum","mm",0.8
"21049","Pocillopora fungiformis","Corallite width minimum","mm",0.7
"21050","Pocillopora fungiformis","Depth lower","m",15
"21051","Pocillopora fungiformis","Depth upper","m",0.5
"21052","Pocillopora fungiformis","Eastern-most range edge","deg",46.9115229
"21053","Pocillopora fungiformis","Genus fossil age","mya",44.42
"21054","Pocillopora fungiformis","Genus fossil stage","cat",NA
"21055","Pocillopora fungiformis","Geographical region","cat",NA
"21056","Pocillopora fungiformis","Growth form Veron","cat",NA
"21057","Pocillopora fungiformis","Growth form typical","cat",NA
"21058","Pocillopora fungiformis","IUCN Red List category","cat",NA
"21059","Pocillopora fungiformis","Indo-Pacific faunal province","cat",NA
"21060","Pocillopora fungiformis","Northern-most range edge","deg",-24.35458595
"21061","Pocillopora fungiformis","Ocean basin","cat",NA
"21062","Pocillopora fungiformis","Range size","km^2",470567.15555
"21063","Pocillopora fungiformis","Southern-most range edge","deg",-26.09351781
"21064","Pocillopora fungiformis","Species age phylogeny","mya",2.39670345639518
"21065","Pocillopora fungiformis","Substrate attachment","cat",NA
"21066","Pocillopora fungiformis","Water clarity preference","cat",NA
"21067","Pocillopora fungiformis","Wave exposure preference","cat",NA
"21068","Pocillopora fungiformis","Western-most range edge","deg",45.1725911
"21069","Pocillopora fungiformis","Zooxanthellate","cat",NA
"21070","Pocillopora indiania","Abundance world","cat",NA
"21071","Pocillopora indiania","Coloniality","cat",NA
"21072","Pocillopora indiania","Colony maximum diameter","cm",100
"21073","Pocillopora indiania","Corallite width maximum","mm",1.2
"21074","Pocillopora indiania","Corallite width minimum","mm",1.1
"21075","Pocillopora indiania","Depth lower","m",20
"21076","Pocillopora indiania","Depth upper","m",2
"21077","Pocillopora indiania","Eastern-most range edge","deg",74.3013934
"21078","Pocillopora indiania","Genus fossil age","mya",44.42
"21079","Pocillopora indiania","Genus fossil stage","cat",NA
"21080","Pocillopora indiania","Geographical region","cat",NA
"21081","Pocillopora indiania","Growth form Veron","cat",NA
"21082","Pocillopora indiania","Growth form typical","cat",NA
"21083","Pocillopora indiania","IUCN Red List category","cat",NA
"21084","Pocillopora indiania","Indo-Pacific faunal province","cat",NA
"21085","Pocillopora indiania","Northern-most range edge","deg",-3.416935808
"21086","Pocillopora indiania","Ocean basin","cat",NA
"21087","Pocillopora indiania","Range size","km^2",5086476.121
"21088","Pocillopora indiania","Southern-most range edge","deg",-27.0418761
"21089","Pocillopora indiania","Species age phylogeny","mya",2.14701001342763
"21090","Pocillopora indiania","Substrate attachment","cat",NA
"21091","Pocillopora indiania","Water clarity preference","cat",NA
"21092","Pocillopora indiania","Wave exposure preference","cat",NA
"21093","Pocillopora indiania","Western-most range edge","deg",33.2389972
"21094","Pocillopora indiania","Zooxanthellate","cat",NA
"21095","Pocillopora inflata","Abundance world","cat",NA
"21096","Pocillopora inflata","Coloniality","cat",NA
"21097","Pocillopora inflata","Corallite width maximum","mm",1
"21098","Pocillopora inflata","Corallite width minimum","mm",0.7
"21099","Pocillopora inflata","Depth lower","m",10
"21100","Pocillopora inflata","Depth upper","m",1
"21101","Pocillopora inflata","Eastern-most range edge","deg",-75.00538909
"21102","Pocillopora inflata","Genus fossil age","mya",44.42
"21103","Pocillopora inflata","Genus fossil stage","cat",NA
"21104","Pocillopora inflata","Geographical region","cat",NA
"21105","Pocillopora inflata","Growth form Veron","cat",NA
"21106","Pocillopora inflata","Growth form typical","cat",NA
"21107","Pocillopora inflata","Growth rate","mm yr^-1",31.5
"21108","Pocillopora inflata","IUCN Red List category","cat",NA
"21109","Pocillopora inflata","Northern-most range edge","deg",26.74905938
"21110","Pocillopora inflata","Ocean basin","cat",NA
"21111","Pocillopora inflata","Range size","km^2",3813559.702
"21112","Pocillopora inflata","Southern-most range edge","deg",-3.40086442
"21113","Pocillopora inflata","Species age phylogeny","mya",2.24107922733819
"21114","Pocillopora inflata","Substrate attachment","cat",NA
"21115","Pocillopora inflata","Water clarity preference","cat",NA
"21116","Pocillopora inflata","Water depth","m",4
"21117","Pocillopora inflata","Wave exposure preference","cat",NA
"21118","Pocillopora inflata","Western-most range edge","deg",-114.04279043
"21119","Pocillopora inflata","Zooxanthellate","cat",NA
"21120","Pocillopora kelleheri","Abundance GBR","cat",NA
"21121","Pocillopora kelleheri","Abundance world","cat",NA
"21122","Pocillopora kelleheri","Coloniality","cat",NA
"21123","Pocillopora kelleheri","Corallite width maximum","mm",1.2
"21124","Pocillopora kelleheri","Corallite width minimum","mm",0.8
"21125","Pocillopora kelleheri","Depth lower","m",40
"21126","Pocillopora kelleheri","Depth upper","m",5
"21127","Pocillopora kelleheri","Eastern-most range edge","deg",163.11346172
"21128","Pocillopora kelleheri","Genus fossil age","mya",44.42
"21129","Pocillopora kelleheri","Genus fossil stage","cat",NA
"21130","Pocillopora kelleheri","Geographical region","cat",NA
"21131","Pocillopora kelleheri","Growth form Veron","cat",NA
"21132","Pocillopora kelleheri","Growth form typical","cat",NA
"21133","Pocillopora kelleheri","IUCN Red List category","cat",NA
"21134","Pocillopora kelleheri","Indo-Pacific faunal province","cat",NA
"21135","Pocillopora kelleheri","Northern-most range edge","deg",29.46124091
"21136","Pocillopora kelleheri","Ocean basin","cat",NA
"21137","Pocillopora kelleheri","Range size","km^2",12340917.555
"21138","Pocillopora kelleheri","Southern-most range edge","deg",-23.61183261
"21139","Pocillopora kelleheri","Species age phylogeny","mya",2.09481983504719
"21140","Pocillopora kelleheri","Substrate attachment","cat",NA
"21141","Pocillopora kelleheri","Water clarity preference","cat",NA
"21142","Pocillopora kelleheri","Wave exposure preference","cat",NA
"21143","Pocillopora kelleheri","Western-most range edge","deg",98.9189749
"21144","Pocillopora kelleheri","Zooxanthellate","cat",NA
"21145","Pocillopora ligulata","Abundance world","cat",NA
"21146","Pocillopora ligulata","Coloniality","cat",NA
"21147","Pocillopora ligulata","Colony maximum diameter","cm",50
"21148","Pocillopora ligulata","Corallite width maximum","mm",0.8
"21149","Pocillopora ligulata","Corallite width minimum","mm",0.6
"21150","Pocillopora ligulata","Eastern-most range edge","deg",-74.84565653
"21151","Pocillopora ligulata","Genus fossil age","mya",44.42
"21152","Pocillopora ligulata","Genus fossil stage","cat",NA
"21153","Pocillopora ligulata","Geographical region","cat",NA
"21154","Pocillopora ligulata","Growth form Veron","cat",NA
"21155","Pocillopora ligulata","Growth form typical","cat",NA
"21156","Pocillopora ligulata","Growth rate","mm yr^-1",14.5
"21157","Pocillopora ligulata","IUCN Red List category","cat",NA
"21158","Pocillopora ligulata","Indo-Pacific faunal province","cat",NA
"21159","Pocillopora ligulata","Northern-most range edge","deg",29.76672477
"21160","Pocillopora ligulata","Ocean basin","cat",NA
"21161","Pocillopora ligulata","Range size","km^2",23833270.485
"21162","Pocillopora ligulata","Southern-most range edge","deg",-24.22601031
"21163","Pocillopora ligulata","Species age phylogeny","mya",2.13833190315619
"21164","Pocillopora ligulata","Substrate attachment","cat",NA
"21165","Pocillopora ligulata","Symbiodinium clade","cat",NA
"21166","Pocillopora ligulata","Symbiodinium subclade","cat",NA
"21167","Pocillopora ligulata","Water clarity preference","cat",NA
"21168","Pocillopora ligulata","Water depth","m",3
"21169","Pocillopora ligulata","Water temperature","ºC",15.5
"21170","Pocillopora ligulata","Wave exposure preference","cat",NA
"21171","Pocillopora ligulata","Western-most range edge","deg",170.24672778
"21172","Pocillopora ligulata","Zooxanthellate","cat",NA
